# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	279736	280647	-	LCCHNM_01445	manZ	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component	COG:COG3716, COG:G, RefSeq:WP_000136865.1, SO:0001217, UniParc:UPI0001E5447C, UniRef:UniRef100_A0A081Q780, UniRef:UniRef50_R4Z877, UniRef:UniRef90_A0A0F2CKH3
contig_1	cds	280671	281474	-	LCCHNM_01450		Mannose permease IIC component	RefSeq:WP_000022716.1, SO:0001217, UniParc:UPI0001E54302, UniRef:UniRef100_A0A081Q781, UniRef:UniRef50_H3NMD8, UniRef:UniRef90_A0A081Q781
contig_1	cds	281500	282489	-	LCCHNM_01455		PTS system mannose-specific EIIAB component	RefSeq:WP_000021970.1, SO:0001217, UniParc:UPI000218149D, UniRef:UniRef100_V8I8U7, UniRef:UniRef50_A0A2X2Y627, UniRef:UniRef90_A0A139N3J7
contig_1	cds	282724	283743	-	LCCHNM_01460	adhP	alcohol dehydrogenase AdhP	COG:COG1064, COG:G, RefSeq:WP_138021993.1, SO:0001217, UniParc:UPI0010ED5B4C, UniRef:UniRef100_UPI0010ED5B4C, UniRef:UniRef50_P39451, UniRef:UniRef90_A0A0F3HZ64
contig_1	cds	283968	284636	-	LCCHNM_01465	cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	COG:COG0561, COG:HR, SO:0001217, UniRef:UniRef50_A0A3R9J514, UniRef:UniRef90_A0A139PMU7
contig_1	cds	284971	286389	+	LCCHNM_01470	nCS2	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family	COG:COG2252, COG:F, RefSeq:WP_049551196.1, SO:0001217, UniParc:UPI00066CFF46, UniRef:UniRef100_A0A1E9GC42, UniRef:UniRef50_K1LTS1, UniRef:UniRef90_A0A0U0DJ19
contig_1	cds	286442	287149	+	LCCHNM_01475	ydiL	Membrane protease YdiL, CAAX protease family	COG:COG1266, COG:O, SO:0001217, UniRef:UniRef50_Q8DR93, UniRef:UniRef90_Q8DR93
contig_1	cds	287273	288223	+	LCCHNM_01480	folP	dihydropteroate synthase	COG:COG0294, COG:H, SO:0001217, UniRef:UniRef50_A3CKF2, UniRef:UniRef90_UPI00070B9392
contig_1	cds	288225	289547	+	LCCHNM_01485	folC	Folylpolyglutamate synthase/Dihydropteroate synthase	COG:COG0285, COG:H, SO:0001217, UniRef:UniRef50_A0A2X3VVN4, UniRef:UniRef90_A0A0T7YZR3
contig_1	cds	289528	290082	+	LCCHNM_01490	folE	GTP cyclohydrolase I FolE	COG:COG0302, COG:H, EC:3.5.4.16, GO:0003934, GO:0005525, GO:0006730, GO:0008270, GO:0035998, GO:0046654, KEGG:K01495, RefSeq:WP_000380917.1, SO:0001217, UniParc:UPI0001923371, UniRef:UniRef100_B8ZL26, UniRef:UniRef50_A3CKF4, UniRef:UniRef90_Q04MF9
contig_1	sorf	290112	290189	-	LCCHNM_01495		Chlorohydrolase	SO:0001217, UniRef:UniRef50_A0A1X1JW63, UniRef:UniRef90_A0A1X1JW63
contig_1	cds	290241	291053	+	LCCHNM_01500	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	COG:COG1539, COG:H, GO:0003848, GO:0004150, GO:0005524, GO:0016301, GO:0016310, GO:0046654, GO:0046656, GO:0046872, RefSeq:WP_045605473.1, SO:0001217, UniParc:UPI0005F1691B, UniRef:UniRef100_A0A0F2DVZ8, UniRef:UniRef50_P22291, UniRef:UniRef90_P22291
contig_1	cds	291099	291416	-	LCCHNM_01505		GTP cyclohydrolase	RefSeq:WP_000886035.1, SO:0001217, UniParc:UPI0001C4A78A, UniRef:UniRef100_V8IBM3, UniRef:UniRef50_A0A6A0BA39, UniRef:UniRef90_A0A0H2UNB6
contig_1	cds	291653	292663	+	LCCHNM_01510	ccpA	catabolite control protein A	COG:COG1609, COG:K, RefSeq:WP_001090628.1, SO:0001217, UniParc:UPI0001E54E59, UniRef:UniRef100_A0A081Q4D4, UniRef:UniRef50_C7XWI4, UniRef:UniRef90_A0A081Q4D4
contig_1	cds	292715	293677	-	LCCHNM_01515	ansA	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	COG:COG0252, COG:JE, SO:0001217, UniRef:UniRef50_A0A2P0A2V1, UniRef:UniRef90_A0A2P0A2V1
contig_1	cds	293743	295134	+	LCCHNM_01520	mazG2	NTP pyrophosphatase, MazG superfamily	COG:COG4696, COG:F, SO:0001217, UniRef:UniRef50_A0A380KPC7, UniRef:UniRef90_Q8DNC5
contig_1	cds	295307	295759	-	LCCHNM_01525	uspA	Nucleotide-binding universal stress protein, UspA family	COG:COG0589, COG:T, RefSeq:WP_000079148.1, SO:0001217, UniParc:UPI0000051A93, UniRef:UniRef100_V8I6Q4, UniRef:UniRef50_J0YSB9, UniRef:UniRef90_D3H6R7
contig_1	cds	295924	296223	+	LCCHNM_01530		DUF2232 domain-containing protein	SO:0001217, UniRef:UniRef50_D3H6R8
contig_1	cds	296380	297594	+	LCCHNM_01535	aspB	Aspartate/methionine/tyrosine aminotransferase	COG:COG0436, COG:E, EC:2.6.1.2, EC:2.6.1.66, KEGG:K14260, RefSeq:WP_000666457.1, SO:0001217, UniParc:UPI00025AAB43, UniRef:UniRef100_A0A081QZV4, UniRef:UniRef50_P71348, UniRef:UniRef90_A0A0F5MKY8
contig_1	cds	297871	299067	+	LCCHNM_01540	pgk	Phosphoglycerate kinase	EC:2.7.2.3, GO:0004618, GO:0005524, GO:0005737, GO:0006096, RefSeq:WP_001096743.1, SO:0001217, UniParc:UPI00004A82E0, UniRef:UniRef100_B1IA36, UniRef:UniRef50_Q04LZ5, UniRef:UniRef90_Q04LZ5
contig_1	cds	299203	299730	+	LCCHNM_01545	ygaE	DUF939 domain-containing protein	COG:COG4129, COG:S, RefSeq:WP_000119915.1, SO:0001217, UniParc:UPI0001E53C07, UniRef:UniRef100_A0A081PTJ9, UniRef:UniRef50_T1ZGS4, UniRef:UniRef90_D3H6X6
contig_1	cds	299807	300163	+	LCCHNM_01550	glnR	transcriptional repressor GlnR	BlastRules:WP_000659547, COG:COG0789, COG:K, RefSeq:WP_000659548.1, SO:0001217, UniParc:UPI0001C4A84E, UniRef:UniRef100_A0A0T8TFC3, UniRef:UniRef50_J9W1C7, UniRef:UniRef90_A0A1S9ZH93
contig_1	cds	300200	301045	+	LCCHNM_01555		glutamine synthetase family protein	EC:6.3.1.2, KEGG:K01915, SO:0001217, UniRef:UniRef50_A0A380EH80, UniRef:UniRef90_UPI0021C30B91
contig_1	cds	301042	301545	+	LCCHNM_01560		Glutamine synthetase	SO:0001217, UniRef:UniRef50_B1HRI2
contig_1	cds	301659	301979	+	LCCHNM_01565	padR	PadR domain-containing protein	RefSeq:WP_049510185.1, SO:0001217, UniParc:UPI00066E29B9, UniRef:UniRef100_A0A231VYN5, UniRef:UniRef50_G2ZEW1, UniRef:UniRef90_S3BH50
contig_1	cds	301979	302554	+	LCCHNM_01570		PF11193 family protein	SO:0001217, UniRef:UniRef50_T1ZF53, UniRef:UniRef90_I2J364
contig_1	cds	302589	303098	+	LCCHNM_01575		Phosphoglycerate kinase	SO:0001217, UniRef:UniRef50_J1SBQ1
contig_1	cds	303262	304296	+	LCCHNM_01580	hrcA	heat-inducible transcriptional repressor HrcA	COG:COG1420, COG:K, GO:0003677, GO:0045892, RefSeq:WP_094753596.1, SO:0001217, UniParc:UPI000B9A8238, UniRef:UniRef100_A0A231VYE0, UniRef:UniRef50_O06940, UniRef:UniRef90_Q04LY2
contig_1	cds	304323	304847	+	LCCHNM_01585	grpE	nucleotide exchange factor GrpE	COG:COG0576, COG:O, GO:0000774, GO:0005737, GO:0006457, GO:0042803, GO:0051087, RefSeq:WP_094753595.1, SO:0001217, UniParc:UPI000B9A9372, UniRef:UniRef100_A0A231VZ07, UniRef:UniRef50_Q97S73, UniRef:UniRef90_Q97S73
contig_1	cds	305098	306921	+	LCCHNM_01590	dnaK	molecular chaperone DnaK	COG:COG0443, COG:O, GO:0005524, GO:0051082, GO:0140662, RefSeq:WP_023947126.1, SO:0001217, UniParc:UPI0003D36F3D, UniRef:UniRef100_A0A1X1JLU4, UniRef:UniRef50_P0C0C6, UniRef:UniRef90_P0C0C6
contig_1	cds	307253	308389	+	LCCHNM_01595	dnaJ	molecular chaperone DnaJ	COG:COG0484, COG:O, RefSeq:WP_001066308.1, SO:0001217, UniParc:UPI0002180F65, UniRef:UniRef100_A0A139RB61, UniRef:UniRef50_P95830, UniRef:UniRef90_A0A081PUA6
contig_1	cds	308414	308701	-	LCCHNM_01600		Methyl-accepting chemotaxis protein	RefSeq:WP_000777754.1, SO:0001217, UniParc:UPI0001E53E6F, UniRef:UniRef100_A0A0T8BZ38, UniRef:UniRef50_E8JZ39, UniRef:UniRef90_I0T519
contig_1	cds	308711	309121	-	LCCHNM_01605	hinT	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	COG:COG0537, COG:FR, RefSeq:WP_001278319.1, SO:0001217, UniParc:UPI0001E52AD6, UniRef:UniRef100_A0A0M4KDD2, UniRef:UniRef50_A0A0Z8VA18, UniRef:UniRef90_F2QBP2
contig_1	cds	309189	309920	+	LCCHNM_01610	ccmA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:V, SO:0001217, UniRef:UniRef50_A0A0M9FN87, UniRef:UniRef90_A0A098Z1S5
contig_1	cds	309917	310966	+	LCCHNM_01615	ecsB	putative ABC-type exoprotein transport system, permease component	COG:COG4473, COG:U, SO:0001217, UniRef:UniRef50_K8MV55, UniRef:UniRef90_W1UMF2
contig_1	cds	311028	311357	-	LCCHNM_01620	blpT	BlpT protein, fusion	SO:0001217, UniRef:UniRef50_D3H6Z3, UniRef:UniRef90_D3H6Z3
contig_1	cds	311653	312390	+	LCCHNM_01625	lytT	DNA-binding response regulator, LytR/AlgR family	COG:COG3279, COG:KT, SO:0001217, UniRef:UniRef50_Q9S1I6, UniRef:UniRef90_Q9S1I6
contig_1	cds	312404	313576	+	LCCHNM_01630		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A0U0K8X0, UniRef:UniRef90_D3H6Z6
contig_1	cds	313821	314177	+	LCCHNM_01635		Sodium:proton antiporter	SO:0001217, UniRef:UniRef50_D3H6Z7, UniRef:UniRef90_D3H6Z7
contig_1	cds	314358	314567	+	LCCHNM_01640	blpP	BlpP	SO:0001217, UniRef:UniRef50_Q9EW61
contig_1	cds	315083	315247	+	LCCHNM_01645		Immunity protein	SO:0001217, UniRef:UniRef50_A7XHK4, UniRef:UniRef90_A0A1T0C558
contig_1	cds	315244	315648	+	LCCHNM_01650		Immunity protein	SO:0001217, UniRef:UniRef50_D3H6Z9, UniRef:UniRef90_A0A3R9KF00
contig_1	cds	315742	316431	+	LCCHNM_01655	blpY	Immunity protein BlpY	SO:0001217, UniRef:UniRef50_S3AL45, UniRef:UniRef90_A0A0F3H9M3
contig_1	cds	316473	316721	+	LCCHNM_01660		Bacteriocin immunity protein	SO:0001217, UniRef:UniRef50_A0A0F2D8V4, UniRef:UniRef90_A0A1F0C067
contig_1	cds	316752	317366	+	LCCHNM_01665		CPBP family intramembrane metalloprotease	KEGG:K07052, SO:0001217, UniRef:UniRef50_C1CCT1, UniRef:UniRef90_A0A150NRN1
contig_1	cds	317627	318238	+	LCCHNM_01670	ydiL	Membrane protease YdiL, CAAX protease family	COG:COG1266, COG:O, RefSeq:WP_049515955.1, SO:0001217, UniParc:UPI00066D4CF8, UniRef:UniRef100_UPI00066D4CF8, UniRef:UniRef50_C1CCT1, UniRef:UniRef90_C1CCT1
contig_1	cds	318399	319193	+	LCCHNM_01675	ccrZ	Cell cycle regulator CcrZ	COG:COG0510, COG:H, EC:2.7.1.15, EC:2.7.1.229, GO:0016740, RefSeq:WP_000363005.1, SO:0001217, UniParc:UPI0002180E05, UniRef:UniRef100_A0A0T8BMZ9, UniRef:UniRef50_A0A0H2ZQL5, UniRef:UniRef90_A0A0H2ZQL5
contig_1	cds	319190	319825	+	LCCHNM_01680	trmB	tRNA (guanosine(46)-N7)-methyltransferase TrmB	COG:COG0220, COG:J, EC:2.1.1.33, GO:0008176, GO:0030488, GO:0036265, GO:0043527, RefSeq:WP_049515953.1, SO:0001217, UniParc:UPI00066D8825, UniRef:UniRef100_UPI00066D8825, UniRef:UniRef50_O34522, UniRef:UniRef90_Q04LW5
contig_1	cds	319952	320431	+	LCCHNM_01685	rimP	ribosome maturation factor RimP	COG:COG0779, COG:J, GO:0005737, GO:0042274, RefSeq:WP_080977204.1, SO:0001217, UniParc:UPI0009BBE0F3, UniRef:UniRef100_A0A1X1JLW4, UniRef:UniRef50_P59819, UniRef:UniRef90_C1C5S4
contig_1	cds	320487	321611	+	LCCHNM_01690	nusA	Transcription antitermination factor NusA, contains S1 and KH domains	COG:COG0195, COG:K, SO:0001217, UniParc:UPI00030293B1, UniRef:UniRef100_A0A0M4JTC0, UniRef:UniRef50_U5P5U5, UniRef:UniRef90_U5P5U5
contig_1	cds	321633	321926	+	LCCHNM_01695	ylxR	DUF448 domain-containing protein	COG:COG2740, COG:R, KEGG:K07742, RefSeq:WP_000857567.1, SO:0001217, UniParc:UPI0001E52AE6, UniRef:UniRef100_A0A081SD85, UniRef:UniRef50_A0A6A0BFQ2, UniRef:UniRef90_T1ZET1
contig_1	cds	321919	322218	+	LCCHNM_01700	rpl7Ae	YlxQ-related RNA-binding protein	COG:COG1358, COG:J, RefSeq:WP_001041390.1, SO:0001217, UniParc:UPI00000514AD, UniRef:UniRef100_A0A064BZG8, UniRef:UniRef50_H5SXY4, UniRef:UniRef90_S3AIE1
contig_1	cds	322235	325027	+	LCCHNM_01705		Translation initiation factor IF-2	SO:0001217, UniRef:UniRef50_P0DB84
contig_1	cds	325279	325629	+	LCCHNM_01710	rbfA	30S ribosome-binding factor RbfA	COG:COG0858, COG:J, GO:0005737, GO:0030490, RefSeq:WP_001273601.1, SO:0001217, UniParc:UPI00004A7D89, UniRef:UniRef100_B5E267, UniRef:UniRef50_Q1J5B5, UniRef:UniRef90_B1IA81
contig_1	cds	325877	326380	+	LCCHNM_01715		Lipoprotein	RefSeq:WP_143952477.1, SO:0001217, UniParc:UPI0010F18908, UniRef:UniRef100_A0A4U9Z3K5, UniRef:UniRef50_A0A139RL25, UniRef:UniRef90_E9FNS9
contig_1	cds	326401	326958	+	LCCHNM_01720		PH domain-containing protein	RefSeq:WP_143952476.1, SO:0001217, UniParc:UPI0010F39B24, UniRef:UniRef100_A0A4U9Z6A5, UniRef:UniRef50_I2J139, UniRef:UniRef90_E1LUD7
contig_1	cds	326971	328080	+	LCCHNM_01725		Virion core protein	RefSeq:WP_143952475.1, SO:0001217, UniParc:UPI0010D09B31, UniRef:UniRef100_A0A4U9Z685, UniRef:UniRef50_J0X108, UniRef:UniRef90_E9FNT1
contig_1	cds	328383	329162	+	LCCHNM_01730		ABC transporter ATPase	RefSeq:WP_084953052.1, SO:0001217, UniParc:UPI000A114BDC, UniRef:UniRef100_A0A1X1L501, UniRef:UniRef50_A0A0H2ZNN8, UniRef:UniRef90_A0A0H2ZNN8
contig_1	cds	329164	329346	+	LCCHNM_01735		Phage protein	SO:0001217, UniRef:UniRef50_A0A0H2ZLE3, UniRef:UniRef90_UPI0021B760F5
contig_1	cds	329343	329495	+	LCCHNM_01740		NADH dehydrogenase subunit 1	SO:0001217, UniRef:UniRef50_I0T8H8, UniRef:UniRef90_F9HK41
contig_1	cds	329612	329845	+	LCCHNM_01745		DUF1858 domain-containing protein	RefSeq:WP_000368739.1, SO:0001217, UniParc:UPI0001C4A8A9, UniRef:UniRef100_G6C773, UniRef:UniRef50_G6C773, UniRef:UniRef90_G6C773
contig_1	cds	329845	331179	+	LCCHNM_01750		Uncharacterized conserved protein AF0170, contains SAB, hemerythrin HHE, and PAS domains	COG:COG2461, COG:R, SO:0001217, UniRef:UniRef50_S5R4N7, UniRef:UniRef90_A0A0H2ZMR0
contig_1	cds	331189	331443	+	LCCHNM_01755		Aldose epimerase	RefSeq:WP_004261124.1, SO:0001217, UniParc:UPI00032830B3, UniRef:UniRef100_R0NS96, UniRef:UniRef50_D2BND3, UniRef:UniRef90_S3AM21
contig_1	cds	331539	331658	+	LCCHNM_01760		hypothetical protein	
contig_1	cds	332218	332796	+	LCCHNM_01765		flavin reductase	SO:0001217, UniRef:UniRef50_J7TQH0, UniRef:UniRef90_UPI002001010B
contig_1	cds	332882	333460	+	LCCHNM_01770		Shikimate kinase	SO:0001217, UniRef:UniRef50_D3H718, UniRef:UniRef90_D3H718
contig_1	cds	333453	336104	+	LCCHNM_01775	valS	valine--tRNA ligase	COG:COG0525, COG:J, EC:6.1.1.9, KEGG:K01873, SO:0001217, UniRef:UniRef50_Q99YS1, UniRef:UniRef90_UPI00077915ED
contig_1	cds	336174	336350	+	LCCHNM_01780		Zn-finger	SO:0001217, UniRef:UniRef50_A0A0T7Z830, UniRef:UniRef90_A0A0T7Z830
contig_1	cds	336337	336744	+	LCCHNM_01785		(pseudo) NOV-C domain-containing protein	SO:0001217, UniRef:UniRef50_Q30Q90, UniRef:UniRef90_K8MJR2
contig_1	cds	337333	337908	+	LCCHNM_01790		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A8AWS4, UniRef:UniRef90_F8LI66
contig_1	cds	337905	338585	+	LCCHNM_01795		ABC transporter ATP-binding protein	RefSeq:WP_261042079.1, SO:0001217, UniParc:UPI0021B6E52A, UniRef:UniRef100_UPI0021B6E52A, UniRef:UniRef50_A0A0A1E106, UniRef:UniRef90_A0A0A1E106
contig_1	cds	338589	339734	+	LCCHNM_01800		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A139RB09, UniRef:UniRef90_A0A139RB09
contig_1	cds	340139	340726	+	LCCHNM_01805	rpoE	DNA-directed RNA polymerase subunit delta	COG:COG3343, COG:K, GO:0000428, GO:0003899, GO:0006351, GO:0006355, RefSeq:WP_031227756.1, SO:0001217, UniParc:UPI000402186E, UniRef:UniRef100_A0A081Q6L3, UniRef:UniRef50_Q5XA09, UniRef:UniRef90_P66717
contig_1	cds	340963	342570	+	LCCHNM_01810	pyrG	CTP synthase	COG:COG0504, COG:F, EC:6.3.4.2, GO:0003883, GO:0004359, GO:0005524, GO:0006541, GO:0044210, GO:0046872, SO:0001217, UniParc:UPI0021B81378, UniRef:UniRef100_UPI0021B81378, UniRef:UniRef50_O87761, UniRef:UniRef90_Q8DQY0
contig_1	cds	342713	343768	+	LCCHNM_01815		hypothetical protein	PFAM:PF01473.23, PFAM:PF19085.3, PFAM:PF19127.3
contig_1	cds	343859	344158	+	LCCHNM_01820		DUF4651 domain-containing protein	SO:0001217, UniRef:UniRef50_D4FPD1
contig_1	cds	344155	344472	+	LCCHNM_01825	trxA	Thiol-disulfide isomerase or thioredoxin	COG:COG0526, COG:O, SO:0001217, UniRef:UniRef50_A0A2K1T2A6, UniRef:UniRef90_A0A062WM20
contig_1	cds	344488	345114	+	LCCHNM_01830	eMAP	tRNA-binding EMAP/Myf domain	COG:COG0073, COG:J, SO:0001217, UniRef:UniRef50_A0A074JEA5, UniRef:UniRef90_A0A0B7LSA3
contig_1	cds	345156	345917	+	LCCHNM_01835	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	COG:C, COG:COG4221, SO:0001217, UniRef:UniRef50_A0A0E8P7Z1, UniRef:UniRef90_A0A0E8P7Z1
contig_1	cds	345995	346390	+	LCCHNM_01840	ssb	single-stranded DNA-binding protein	COG:COG0629, COG:L, SO:0001217, UniRef:UniRef50_F3SKC9, UniRef:UniRef90_UPI000B58D3C5
contig_1	cds	346546	346830	+	LCCHNM_01845	groES	co-chaperone GroES	COG:COG0234, COG:O, GO:0005524, GO:0005737, GO:0140662, RefSeq:WP_000917330.1, SO:0001217, UniParc:UPI0000051A34, UniRef:UniRef100_B1I8B3, UniRef:UniRef50_P63770, UniRef:UniRef90_Q04IQ2
contig_1	cds	346846	348468	+	LCCHNM_01850	groL	chaperonin GroEL	COG:COG0459, COG:O, EC:5.6.1.7, GO:0005524, GO:0005737, GO:0016853, GO:0042026, GO:0051082, GO:0140662, SO:0001217, UniRef:UniRef50_Q9KKF0, UniRef:UniRef90_A3CKI1
contig_1	cds	348593	349360	+	LCCHNM_01855	queH	Epoxyqueuosine reductase QueH	RefSeq:WP_020900987.1, SO:0001217, UniParc:UPI00035A5055, UniRef:UniRef100_A0A0F2D9M9, UniRef:UniRef50_Q9A1K3, UniRef:UniRef90_A0A081SDB4
contig_1	cds	349688	350221	-	LCCHNM_01860	ygaC	UPF0374 protein SPN23F19250	COG:COG3557, COG:S, RefSeq:WP_247928945.1, SO:0001217, UniParc:UPI00200134C8, UniRef:UniRef100_UPI00200134C8, UniRef:UniRef50_Q8Y6J7, UniRef:UniRef90_A3CPV9
contig_1	cds	350310	351044	-	LCCHNM_01865	recX	recombination regulator RecX	COG:COG2137, COG:O, GO:0005737, GO:0006282, SO:0001217, UniRef:UniRef50_Q8DSK2, UniRef:UniRef90_Q04IQ7
contig_1	cds	351124	352479	+	LCCHNM_01870	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	COG:COG2265, COG:J, EC:2.1.1.-, GO:0008173, GO:0034470, GO:0046872, GO:0051539, SO:0001217, UniRef:UniRef50_Q8DNH6, UniRef:UniRef90_Q8DNH6
contig_1	tRNA	352541	352612	+	LCCHNM_01875	trnE	tRNA-Glu(ttc)	SO:0000259
contig_1	rRNA	352854	354399	+	LCCHNM_01880	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	354451	354523	+	LCCHNM_01885	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	rRNA	354648	357549	+	LCCHNM_01890	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	357626	357741	+	LCCHNM_01895	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	tRNA	357746	357818	+	LCCHNM_01900	trnV	tRNA-Val(tac)	SO:0000273
contig_1	tRNA	357821	357893	+	LCCHNM_01905	trnD	tRNA-Asp(gtc)	SO:0000256
contig_1	tRNA	357918	357990	+	LCCHNM_01910	trnK	tRNA-Lys(ttt)	SO:0000265
contig_1	tRNA	357996	358077	+	LCCHNM_01915	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	tRNA	358096	358168	+	LCCHNM_01920	trnT	tRNA-Thr(tgt)	SO:0000270
contig_1	tRNA	358190	358261	+	LCCHNM_01925	trnG	tRNA-Gly(gcc)	SO:0000260
contig_1	tRNA	358269	358354	+	LCCHNM_01930	trnL	tRNA-Leu(taa)	SO:0000264
contig_1	tRNA	358366	358439	+	LCCHNM_01935	trnR	tRNA-Arg(acg)	SO:0001036
contig_1	tRNA	358456	358529	+	LCCHNM_01940	trnP	tRNA-Pro(tgg)	SO:0000268
contig_1	tRNA	358535	358608	+	LCCHNM_01945	trnM	tRNA-Met(cat)	SO:0000266
contig_1	tRNA	358622	358695	+	LCCHNM_01950	trnI	tRNA-Ile2(cat)	SO:0000263
contig_1	tRNA	358708	358797	+	LCCHNM_01955	trnS	tRNA-Ser(tga)	SO:0000269
contig_1	tRNA	358808	358881	+	LCCHNM_01960	trnfM	tRNA-fMet(cat)	SO:0000266
contig_1	tRNA	358885	358957	+	LCCHNM_01965	trnF	tRNA-Phe(gaa)	SO:0000267
contig_1	tRNA	358978	359048	+	LCCHNM_01970	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	tRNA	359083	359156	+	LCCHNM_01975	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	tRNA	359163	359250	+	LCCHNM_01980	trnS	tRNA-Ser(gct)	SO:0000269
contig_1	cds	359418	359822	-	LCCHNM_01985		Transposase	SO:0001217, UniRef:UniRef50_A0A4G3VEW1, UniRef:UniRef90_A0A4G3VEW1
contig_1	cds	360132	360377	-	LCCHNM_01990		HTH-Tnp-ISL3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A178KJV3
contig_1	cds	360885	362732	+	LCCHNM_01995	uvrC	excinuclease ABC subunit UvrC	COG:COG0322, COG:L, GO:0003677, GO:0005737, GO:0006289, GO:0009380, GO:0009381, GO:0009432, SO:0001217, UniRef:UniRef50_Q817L9, UniRef:UniRef90_Q04LQ9
contig_1	cds	362722	363576	+	LCCHNM_02000		Calcineurin-like phosphoesterase family protein	SO:0001217, UniRef:UniRef50_D3HAC2, UniRef:UniRef90_I0T7B8
contig_1	cds	363750	364355	+	LCCHNM_02005		Putative NAD(P)H nitroreductase Spy0809	SO:0001217, UniRef:UniRef50_Q5XCB9
contig_1	cds	364368	365768	+	LCCHNM_02010	pepV	dipeptidase PepV	COG:COG0624, COG:E, SO:0001217, UniRef:UniRef50_A0A2X3VFG0, UniRef:UniRef90_A0A0F2DCZ8
contig_1	cds	365822	366400	+	LCCHNM_02015	udg4	Uracil-DNA glycosylase	COG:COG1573, COG:L, RefSeq:WP_000078103.1, SO:0001217, UniParc:UPI000218069C, UniRef:UniRef100_F9HAT9, UniRef:UniRef50_F2BRQ2, UniRef:UniRef90_I0T2E2
contig_1	cds	366515	366802	+	LCCHNM_02020	pspE	Thiosulfate sulfurtransferase PspE	RefSeq:WP_247932634.1, SO:0001217, UniParc:UPI0020009B1D, UniRef:UniRef100_UPI0020009B1D, UniRef:UniRef50_A0A0F3HBP7, UniRef:UniRef90_A0A428IV04
contig_1	ncRNA	366711	366850	+	LCCHNM_02025	SpF22_sRNA	Streptococcus sRNA SpF22	RFAM:RF02431, SO:0000655
contig_1	cds	366973	368298	+	LCCHNM_02030	brnQ	branched-chain amino acid transport system II carrier protein	COG:COG1114, COG:E, SO:0001217, UniRef:UniRef50_X5K024, UniRef:UniRef90_E0Q2B4
contig_1	cds	368396	369433	+	LCCHNM_02035	frvX	Putative aminopeptidase FrvX	COG:COG1363, COG:EG, SO:0001217, UniRef:UniRef50_W8UXZ0, UniRef:UniRef90_A0A0H2UP05
contig_1	cds	369435	369905	+	LCCHNM_02040	hinT	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	COG:COG0537, COG:FR, RefSeq:WP_125386175.1, SO:0001217, UniParc:UPI000F668891, UniRef:UniRef100_A0A428D906, UniRef:UniRef50_D3HAB4, UniRef:UniRef90_D3HAB4
contig_1	cds	369908	370624	+	LCCHNM_02045	ldcB	LD-carboxypeptidase LdcB/DacB	COG:COG1876, COG:M, RefSeq:WP_125386174.1, SO:0001217, UniParc:UPI000F684C10, UniRef:UniRef100_A0A3R9KJI6, UniRef:UniRef50_A0A0H2UP74, UniRef:UniRef90_A0A0H2UP74
contig_1	cds	370747	371172	+	LCCHNM_02050	rplK	50S ribosomal protein L11	COG:COG0080, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0070180, GO:1990904, RefSeq:WP_001085807.1, SO:0001217, UniParc:UPI00004A84CD, UniRef:UniRef100_A0A0B7MF37, UniRef:UniRef50_Q8DSX9, UniRef:UniRef90_Q8DSX9
contig_1	cds	371270	371959	+	LCCHNM_02055	rplA	50S ribosomal protein L1	COG:COG0081, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0006417, GO:0015934, GO:0019843, RefSeq:WP_001085675.1, SO:0001217, UniParc:UPI0000051504, UniRef:UniRef100_Q04LP6, UniRef:UniRef50_Q7NK78, UniRef:UniRef90_Q5LXZ6
